iter	RMSE
318	18325654.55
319	18255389.41
320	18185393.69
321	18115666.34
322	18046206.35
323	17977012.69
324	17908084.33
325	17839420.26
326	17771019.46
327	17702880.93
328	17635003.66
329	17567386.65
330	17500028.9
331	17432929.41
332	17366087.21
333	17299501.29
334	17233170.68
335	17167094.39
336	17101271.46
337	17035700.91
338	16970381.78
339	16905313.09
340	16840493.9
341	16775923.24
342	16711600.15
343	16647523.7
344	16583692.94
345	16520106.91
346	16456764.69
347	16393665.35
348	16330807.94
349	16268191.54
350	16205815.22
351	16143678.08
352	16081779.18
353	16020117.62
354	15958692.49
355	15897502.87
356	15836547.87
357	15775826.59
358	15715338.13
359	15655081.6
360	15595056.1
361	15535260.76
362	15475694.68
363	15416357
364	15357246.84
365	15298363.32
366	15239705.57
367	15181272.73
368	15123063.93
369	15065078.33
370	15007315.05
371	14949773.26
372	14892452.09
373	14835350.71
374	14778468.26
375	14721803.92
376	14665356.85
377	14609126.2
378	14553111.16
379	14497310.9
380	14441724.58
381	14386351.4
382	14331190.54
383	14276241.17
384	14221502.49
385	14166973.7
386	14112653.98
387	14058542.54
388	14004638.57
389	13950941.29
390	13897449.89
391	13844163.6
392	13791081.61
393	13738203.16
394	13685527.46
395	13633053.72
396	13580781.19
397	13528709.08
398	13476836.63
399	13425163.07
400	13373687.64
401	13322409.58
402	13271328.13
403	13220442.54
404	13169752.06
405	13119255.94
406	13068953.43
407	13018843.8
408	12968926.3
409	12919200.19
410	12869664.75
411	12820319.24
412	12771162.93
413	12722195.1
414	12673415.03
415	12624821.99
416	12576415.26
417	12528194.14
418	12480157.92
419	12432305.87
420	12384637.31
421	12337151.51
422	12289847.79
423	12242725.44
424	12195783.77
425	12149022.09
426	12102439.7
427	12056035.92
428	12009810.07
429	11963761.46
430	11917889.4
431	11872193.24
432	11826672.28
433	11781325.86
434	11736153.32
435	11691153.97
436	11646327.17
437	11601672.24
438	11557188.53
439	11512875.38
440	11468732.13
441	11424758.15
442	11380952.77
443	11337315.35
444	11293845.25
445	11250541.83
446	11207404.44
447	11164432.45
448	11121625.23
449	11078982.14
450	11036502.55
451	10994185.84
452	10952031.38
453	10910038.56
454	10868206.74
455	10826535.32
456	10785023.68
457	10743671.2
458	10702477.28
459	10661441.31
460	10620562.68
461	10579840.79
462	10539275.04
463	10498864.82
464	10458609.55
465	10418508.63
466	10378561.46
467	10338767.46
468	10299126.04
469	10259636.62
470	10220298.61
471	10181111.43
472	10142074.51
473	10103187.26
474	10064449.11
475	10025859.5
476	9987417.849
477	9949123.592
478	9910976.166
479	9872975.007
480	9835119.553
481	9797409.247
482	9759843.531
483	9722421.852
484	9685143.657
485	9648008.395
486	9611015.52
487	9574164.485
488	9537454.745
489	9500885.76
490	9464456.99
491	9428167.896
492	9392017.944
493	9356006.6
494	9320133.333
495	9284397.612
496	9248798.911
497	9213336.705
498	9178010.469
499	9142819.684
500	9107763.828
501	9072842.385
502	9038054.84
503	9003400.679
504	8968879.391
505	8934490.466
506	8900233.396
507	8866107.677
508	8832112.805
509	8798248.277
510	8764513.594
511	8730908.259
512	8697431.774
513	8664083.647
514	8630863.385
515	8597770.498
516	8564804.497
517	8531964.896
518	8499251.211
519	8466662.957
520	8434199.656
521	8401860.826
522	8369645.992
523	8337554.678
524	8305586.409
525	8273740.715
526	8242017.126
527	8210415.172
528	8178934.388
529	8147574.31
530	8116334.474
531	8085214.419
532	8054213.686
533	8023331.818
534	7992568.359
535	7961922.854
536	7931394.852
537	7900983.902
538	7870689.555
539	7840511.364
540	7810448.884
541	7780501.671
542	7750669.283
543	7720951.28
544	7691347.224
545	7661856.676
546	7632479.203
547	7603214.37
548	7574061.746
549	7545020.9
550	7516091.405
551	7487272.832
552	7458564.757
553	7429966.755
554	7401478.406
555	7373099.288
556	7344828.982
557	7316667.073
558	7288613.142
559	7260666.778
560	7232827.567
561	7205095.099
562	7177468.963
563	7149948.754
564	7122534.063
565	7095224.487
566	7068019.624
567	7040919.07
568	7013922.427
569	6987029.295
570	6960239.279
571	6933551.982
572	6906967.011
573	6880483.973
574	6854102.478
575	6827822.136
576	6801642.559
577	6775563.362
578	6749584.159
579	6723704.566
580	6697924.203
581	6672242.687
582	6646659.641
583	6621174.687
584	6595787.449
585	6570497.551
586	6545304.621
587	6520208.288
588	6495208.18
589	6470303.928
590	6445495.166
591	6420781.527
592	6396162.646
593	6371638.159
594	6347207.706
595	6322870.926
596	6298627.458
597	6274476.947
598	6250419.034
599	6226453.365
600	6202579.587
601	6178797.347
602	6155106.293
603	6131506.078
604	6107996.351
605	6084576.767
606	6061246.979
607	6038006.643
608	6014855.416
609	5991792.957
610	5968818.926
611	5945932.982
612	5923134.789
613	5900424.01
614	5877800.31
615	5855263.355
616	5832812.812
617	5810448.35
618	5788169.638
619	5765976.349
620	5743868.155
621	5721844.729
622	5699905.746
623	5678050.883
624	5656279.817
625	5634592.227
626	5612987.792
627	5591466.194
628	5570027.115
629	5548670.239
630	5527395.251
631	5506201.836
632	5485089.682
633	5464058.477
634	5443107.912
635	5422237.676
636	5401447.461
637	5380736.962
638	5360105.871
639	5339553.886
640	5319080.702
641	5298686.017
642	5278369.531
643	5258130.943
644	5237969.955
645	5217886.269
646	5197879.589
647	5177949.619
648	5158096.067
649	5138318.637
650	5118617.039
651	5098990.982
652	5079440.177
653	5059964.334
654	5040563.166
655	5021236.387
656	5001983.712
657	4982804.856
658	4963699.537
659	4944667.472
660	4925708.381
661	4906821.985
662	4888008.003
663	4869266.158
664	4850596.175
665	4831997.777
666	4813470.69
667	4795014.64
668	4776629.356
669	4758314.565
670	4740069.998
671	4721895.385
672	4703790.458
673	4685754.95
674	4667788.594
675	4649891.126
676	4632062.282
677	4614301.797
678	4596609.411
679	4578984.862
680	4561427.889
681	4543938.235
682	4526515.64
683	4509159.848
684	4491870.602
685	4474647.648
686	4457490.73
687	4440399.597
688	4423373.995
689	4406413.674
690	4389518.382
691	4372687.872
692	4355921.894
693	4339220.201
694	4322582.546
695	4306008.684
696	4289498.371
697	4273051.362
698	4256667.415
699	4240346.288
700	4224087.741
701	4207891.533
702	4191757.425
703	4175685.18
704	4159674.559
705	4143725.327
706	4127837.249
707	4112010.089
708	4096243.615
709	4080537.593
710	4064891.792
711	4049305.981
712	4033779.93
713	4018313.409
714	4002906.192
715	3987558.049
716	3972268.755
717	3957038.084
718	3941865.811
719	3926751.712
720	3911695.565
721	3896697.146
722	3881756.235
723	3866872.612
724	3852046.056
725	3837276.349
726	3822563.272
727	3807906.609
728	3793306.144
729	3778761.66
730	3764272.943
731	3749839.78
732	3735461.957
733	3721139.263
734	3706871.485
735	3692658.413
736	3678499.838
737	3664395.55
738	3650345.342
739	3636349.005
740	3622406.334
741	3608517.123
742	3594681.167
743	3580898.261
744	3567168.202
745	3553490.788
746	3539865.816
747	3526293.086
748	3512772.397
749	3499303.549
750	3485886.345
751	3472520.586
752	3459206.074
753	3445942.613
754	3432730.008
755	3419568.063
756	3406456.585
757	3393395.379
758	3380384.253
759	3367423.015
760	3354511.473
761	3341649.438
762	3328836.719
763	3316073.127
764	3303358.474
765	3290692.572
766	3278075.234
767	3265506.275
768	3252985.507
769	3240512.748
770	3228087.812
771	3215710.517
772	3203380.679
773	3191098.117
774	3178862.649
775	3166674.095
776	3154532.276
777	3142437.01
778	3130388.122
779	3118385.431
780	3106428.762
781	3094517.938
782	3082652.783
783	3070833.122
784	3059058.78
785	3047329.584
786	3035645.361
787	3024005.938
788	3012411.143
789	3000860.806
790	2989354.756
791	2977892.823
792	2966474.837
793	2955100.631
794	2943770.037
795	2932482.887
796	2921239.015
797	2910038.254
798	2898880.44
799	2887765.408
800	2876692.994
801	2865663.034
802	2854675.366
803	2843729.827
804	2832826.256
805	2821964.492
806	2811144.375
807	2800365.745
808	2789628.443
809	2778932.31
810	2768277.189
811	2757662.923
812	2747089.354
813	2736556.327
814	2726063.686
815	2715611.277
816	2705198.944
817	2694826.535
818	2684493.897
819	2674200.877
820	2663947.322
821	2653733.082
822	2643558.006
823	2633421.944
824	2623324.746
825	2613266.264
826	2603246.348
827	2593264.851
828	2583321.625
829	2573416.524
830	2563549.402
831	2553720.113
832	2543928.512
833	2534174.454
834	2524457.796
835	2514778.394
836	2505136.105
837	2495530.787
838	2485962.299
839	2476430.498
840	2466935.245
841	2457476.398
842	2448053.82
843	2438667.369
844	2429316.909
845	2420002.301
846	2410723.407
847	2401480.091
848	2392272.217
849	2383099.647
850	2373962.247
851	2364859.883
852	2355792.419
853	2346759.722
854	2337761.659
855	2328798.096
856	2319868.903
857	2310973.945
858	2302113.094
859	2293286.217
860	2284493.184
861	2275733.867
862	2267008.134
863	2258315.858
864	2249656.911
865	2241031.164
866	2232438.491
867	2223878.764
868	2215351.857
869	2206857.644
870	2198396
871	2189966.8
872	2181569.92
873	2173205.236
874	2164872.624
875	2156571.961
876	2148303.126
877	2140065.995
878	2131860.447
879	2123686.361
880	2115543.617
881	2107432.094
882	2099351.672
883	2091302.233
884	2083283.658
885	2075295.828
886	2067338.625
887	2059411.932
888	2051515.632
889	2043649.608
890	2035813.745
891	2028007.926
892	2020232.037
893	2012485.963
894	2004769.588
895	1997082.801
896	1989425.486
897	1981797.532
898	1974198.825
899	1966629.253
900	1959088.705
901	1951577.069
902	1944094.235
903	1936640.092
904	1929214.53
905	1921817.439
906	1914448.711
907	1907108.236
908	1899795.906
909	1892511.614
910	1885255.252
911	1878026.712
912	1870825.888
913	1863652.674
914	1856506.964
915	1849388.652
916	1842297.634
917	1835233.804
918	1828197.059
919	1821187.295
920	1814204.408
921	1807248.295
922	1800318.853
923	1793415.981
924	1786539.575
925	1779689.536
926	1772865.762
927	1766068.151
928	1759296.605
929	1752551.022
930	1745831.303
931	1739137.35
932	1732469.062
933	1725826.343
934	1719209.094
935	1712617.216
936	1706050.614
937	1699509.189
938	1692992.846
939	1686501.489
940	1680035.021
941	1673593.346
942	1667176.371
943	1660784
944	1654416.139
945	1648072.695
946	1641753.572
947	1635458.678
948	1629187.921
949	1622941.208
950	1616718.445
951	1610519.543
952	1604344.408
953	1598192.951
954	1592065.08
955	1585960.704
956	1579879.735
957	1573822.081
958	1567787.654
959	1561776.364
960	1555788.123
961	1549822.843
962	1543880.435
963	1537960.811
964	1532063.885
965	1526189.569
966	1520337.777
967	1514508.422
968	1508701.418
969	1502916.68
970	1497154.122
971	1491413.659
972	1485695.206
973	1479998.679
974	1474323.994
975	1468671.068
976	1463039.816
977	1457430.156
978	1451842.004
979	1446275.279
980	1440729.898
981	1435205.78
982	1429702.842
983	1424221.004
984	1418760.185
985	1413320.304
986	1407901.28
987	1402503.035
988	1397125.488
989	1391768.56
990	1386432.171
991	1381116.244
992	1375820.699
993	1370545.458
994	1365290.445
995	1360055.58
996	1354840.787
997	1349645.989
998	1344471.109
999	1339316.07
